Gender,Provinsi,Kab/Kota,Bidang,Jenjang Lomba,Jenjang Sekolah,Kelas,Medali,Tahun,Kelas_Outlier,Cluster
0,30,451,9,0,0,11.0,4,2018,False,1
1,8,237,9,0,0,11.0,2,2022,False,0
0,37,442,8,0,0,11.0,2,2017,False,1
0,37,442,10,0,0,10.0,2,2016,False,1
0,37,442,3,0,0,10.0,2,2016,False,1
0,18,435,9,0,0,11.0,4,2018,False,0
0,10,459,10,0,0,10.0,2,2019,False,0
1,18,389,9,0,0,11.0,2,2018,False,0
0,12,303,9,0,0,11.0,2,2018,False,0
0,14,39,9,0,0,11.0,2,2018,False,0
0,13,393,2,0,0,11.0,2,2014,False,0
1,15,270,9,0,0,11.0,2,2018,False,0
0,15,387,9,0,0,11.0,2,2018,False,0
1,15,175,9,0,0,11.0,2,2018,False,0
0,35,432,10,0,0,10.0,4,2017,False,1
0,35,432,9,0,0,11.0,4,2014,False,1
1,33,444,2,0,0,10.0,2,2018,False,1
0,32,430,1,0,0,11.0,3,2021,False,1
0,32,430,3,0,0,11.0,2,2021,False,1
0,34,160,1,0,0,11.0,2,2020,False,1
1,34,84,1,0,0,10.0,2,2022,False,1
0,20,386,9,0,0,11.0,2,2018,False,0
1,1,103,1,0,0,10.0,2,2019,False,0
1,1,103,1,0,0,11.0,2,2016,False,0
1,22,399,10,1,1,11.0,2,2021,False,1
0,23,424,9,0,0,11.0,2,2018,False,1
0,24,420,9,0,0,11.0,2,2018,False,1
1,4,52,3,0,0,11.0,2,2019,False,0
0,21,115,9,0,0,11.0,2,2018,False,1
0,3,471,1,0,0,11.0,2,2020,False,0
0,3,471,10,0,0,11.0,2,2024,False,0
1,6,414,9,0,0,10.0,2,2011,False,0
0,3,471,3,0,0,11.0,4,2024,False,0
1,2,48,1,0,0,10.0,2,2015,False,0
0,7,72,0,0,0,10.0,4,2018,False,0
0,17,137,9,0,0,11.0,2,2018,False,0
0,25,464,9,0,0,10.0,2,2018,False,1
1,31,208,0,0,0,11.0,2,2012,False,1
1,16,254,9,0,0,11.0,2,2018,False,0
1,6,414,7,0,0,11.0,3,2011,False,0
0,6,414,1,0,0,11.0,2,2011,False,0
0,6,414,1,0,0,11.0,0,2011,False,0
0,3,471,3,0,0,11.0,2,2024,False,0
1,6,414,8,0,0,10.0,4,2011,False,0
1,6,414,10,0,0,11.0,4,2010,False,0
1,6,414,3,0,0,11.0,2,2010,False,0
0,6,414,9,0,0,11.0,3,2010,False,0
0,6,414,1,0,0,11.0,3,2010,False,0
0,9,46,7,0,0,10.0,4,2009,False,0
0,6,414,1,0,0,10.0,3,2010,False,0
0,9,390,0,0,0,11.0,0,2021,False,0
0,9,390,0,0,0,10.0,2,2021,False,0
0,9,390,4,0,0,10.0,3,2021,False,0
0,9,390,7,0,0,10.0,4,2021,False,0
0,9,390,7,0,0,11.0,2,2021,False,0
1,10,459,9,0,0,10.0,3,2019,False,0
1,11,468,3,0,0,11.0,4,2018,False,0
0,10,459,7,0,0,10.0,0,2019,False,0
1,10,459,1,0,0,11.0,2,2019,False,0
0,10,459,0,0,0,11.0,4,2019,False,0
0,10,459,0,0,0,10.0,2,2019,False,0
0,10,459,10,0,0,10.0,3,2018,False,0
1,10,459,3,0,0,11.0,3,2018,False,0
1,5,34,3,0,0,11.0,2,2014,False,0
0,5,34,9,0,0,11.0,4,2014,False,0
1,5,34,9,0,0,11.0,4,2014,False,0
1,5,34,7,0,0,11.0,2,2014,False,0
0,5,34,1,0,0,11.0,0,2014,False,0
0,11,468,3,0,0,10.0,3,2016,False,0
0,11,468,9,0,0,11.0,2,2016,False,0
0,11,468,7,0,0,11.0,2,2010,False,0
0,11,468,7,0,0,10.0,4,2009,False,0
1,11,431,10,0,0,11.0,2,2019,False,0
1,3,471,9,0,0,11.0,4,2024,False,0
0,35,432,0,0,0,11.0,4,2014,False,1
1,11,431,10,0,0,11.0,2,2010,False,0
0,11,431,7,0,0,11.0,2,2013,False,0
0,0,388,0,0,0,11.0,2,2013,False,0
1,38,434,4,0,0,10.0,2,2017,False,1
0,38,434,10,0,0,11.0,2,2010,False,1
0,32,430,9,0,0,11.0,4,2021,False,1
0,38,434,3,0,0,11.0,2,2010,False,1
0,9,390,8,0,0,11.0,3,2017,False,0
0,9,390,3,0,0,10.0,4,2020,False,0
1,5,34,1,0,0,10.0,3,2014,False,0
0,3,471,9,0,0,10.0,3,2024,False,0
0,30,451,7,0,0,11.0,2,2018,False,1
1,30,451,7,0,0,11.0,2,2018,False,1
0,8,237,10,0,0,11.0,2,2022,False,0
0,8,237,1,0,0,11.0,4,2020,False,0
0,8,237,1,0,0,10.0,2,2019,False,0
0,37,442,9,0,0,10.0,2,2016,False,1
0,37,442,7,0,0,11.0,2,2016,False,1
1,37,442,0,0,0,10.0,2,2016,False,1
0,18,389,7,0,0,11.0,2,2018,False,0
1,12,453,7,0,0,11.0,2,2018,False,0
1,14,39,0,0,0,11.0,2,2011,False,0
0,13,393,1,0,0,11.0,2,2013,False,0
1,13,393,1,0,0,10.0,2,2013,False,0
0,15,387,7,0,0,10.0,2,2018,False,0
0,9,390,9,0,0,11.0,2,2020,False,0
0,33,444,8,0,0,10.0,2,2018,False,1
0,32,430,9,0,0,10.0,2,2021,False,1
0,32,430,3,0,0,11.0,2,2020,False,1
1,34,396,3,0,0,11.0,2,2021,False,1
1,20,212,7,0,0,11.0,2,2018,False,0
0,32,430,3,0,0,10.0,2,2020,False,1
1,22,342,8,0,0,11.0,2,2024,False,1
0,23,424,7,0,0,11.0,2,2018,False,1
1,6,414,1,0,0,11.0,0,2010,False,0
1,4,52,0,0,0,11.0,2,2019,False,0
0,21,478,7,0,0,11.0,2,2018,False,1
0,3,471,7,0,0,11.0,4,2024,False,0
1,3,471,1,0,0,11.0,2,2024,False,0
1,3,471,1,0,0,11.0,2,2024,False,0
0,3,471,0,0,0,10.0,4,2024,False,0
0,3,471,0,0,0,11.0,0,2024,False,0
0,9,390,7,0,0,11.0,2,2020,False,0
0,2,48,7,0,0,10.0,2,2016,False,0
1,7,72,0,0,0,11.0,3,2018,False,0
0,17,394,7,0,0,10.0,2,2018,False,0
0,25,99,7,0,0,11.0,2,2018,False,1
1,31,208,9,0,0,10.0,2,2011,False,1
0,16,474,7,0,0,11.0,2,2018,False,0
0,6,414,0,0,0,10.0,0,2010,False,0
0,6,414,0,0,0,10.0,4,2010,False,0
0,6,414,8,0,0,11.0,3,2010,False,0
1,6,414,7,0,0,10.0,4,2010,False,0
0,6,414,10,0,0,10.0,0,2009,False,0
0,6,414,10,0,0,11.0,2,2009,False,0
0,6,414,10,0,0,10.0,4,2021,False,0
0,6,414,10,0,0,11.0,0,2022,False,0
0,6,414,3,0,0,11.0,3,2009,False,0
0,9,390,1,0,0,11.0,3,2020,False,0
0,9,390,0,0,0,11.0,4,2020,False,0
0,9,390,2,0,0,10.0,2,2020,False,0
0,32,430,9,0,0,11.0,4,2020,False,1
0,38,434,7,0,0,11.0,2,2015,False,1
0,9,390,8,0,0,10.0,2,2016,False,0
0,9,390,1,0,0,10.0,4,2019,False,0
0,9,390,2,0,0,11.0,4,2019,False,0
0,9,390,10,0,0,11.0,2,2018,False,0
0,10,459,9,0,0,11.0,3,2018,False,0
1,10,459,9,0,0,11.0,2,2018,False,0
0,10,459,7,0,0,10.0,2,2018,False,0
1,8,237,8,0,0,11.0,2,2023,False,0
1,10,459,1,0,0,10.0,2,2018,False,0
1,10,459,4,0,0,10.0,4,2018,False,0
0,10,459,10,0,0,10.0,0,2017,False,0
0,10,459,10,0,0,11.0,2,2017,False,0
1,5,34,2,0,0,11.0,2,2014,False,0
0,11,431,7,0,0,11.0,2,2012,False,0
0,11,431,7,0,0,11.0,2,2012,False,0
0,11,431,3,0,0,11.0,2,2011,False,0
1,32,430,9,0,0,11.0,2,2020,False,1
1,11,431,2,0,0,11.0,2,2011,False,0
1,11,431,9,0,0,11.0,2,2010,False,0
1,11,431,10,0,0,11.0,2,2020,False,0
0,11,431,7,0,0,11.0,2,2009,False,0
0,18,389,10,0,0,11.0,2,2011,False,0
0,38,434,7,0,0,11.0,2,2010,False,1
0,38,434,8,0,0,11.0,0,2015,False,1
0,38,434,3,0,0,10.0,2,2009,False,1
1,9,390,9,0,0,11.0,2,2018,False,0
1,9,390,7,0,0,10.0,0,2018,False,0
0,9,390,1,0,0,11.0,4,2018,False,0
1,9,390,0,0,0,10.0,3,2018,False,0
0,30,451,1,0,0,11.0,2,2018,False,1
0,30,451,1,0,0,11.0,2,2018,False,1
1,30,451,1,0,0,11.0,2,2018,False,1
0,9,390,8,0,0,11.0,4,2018,False,0
1,30,316,2,0,0,11.0,2,2024,False,1
0,18,435,1,0,0,10.0,2,2018,False,0
0,18,288,1,0,0,10.0,2,2018,False,0
1,25,331,6,1,1,11.0,2,2021,False,1
0,12,133,1,0,0,11.0,2,2018,False,0
1,14,39,0,0,0,10.0,2,2010,False,0
0,13,393,2,0,0,11.0,2,2012,False,0
1,15,270,1,0,0,10.0,2,2018,False,0
1,15,270,1,0,0,11.0,2,2018,False,0
0,15,457,1,0,0,11.0,2,2018,False,0
0,35,432,10,0,0,11.0,4,2013,False,1
1,33,444,8,0,0,11.0,2,2018,False,1
0,18,389,5,1,1,11.0,4,2018,False,0
1,34,396,10,0,0,11.0,2,2020,False,1
0,34,396,3,0,0,11.0,2,2020,False,1
1,20,213,1,0,0,11.0,2,2018,False,0
0,1,103,3,0,0,11.0,0,2014,False,0
0,1,103,7,0,0,11.0,2,2014,False,0
1,22,433,2,0,0,11.0,2,2021,False,1
0,3,471,2,0,0,11.0,2,2024,False,0
1,24,144,1,0,0,10.0,2,2018,False,1
1,4,52,1,0,0,11.0,2,2016,False,0
1,21,478,1,0,0,10.0,2,2018,False,1
0,3,471,2,0,0,11.0,4,2024,False,0
0,3,471,8,0,0,11.0,3,2024,False,0
0,3,471,8,0,0,11.0,2,2024,False,0
0,3,471,4,0,0,11.0,2,2024,False,0
0,3,471,0,0,0,11.0,3,2011,False,0
0,3,471,8,0,0,11.0,3,2009,False,0
0,2,48,8,0,0,10.0,2,2016,False,0
0,7,72,8,0,0,11.0,4,2018,False,0
1,17,394,1,0,0,11.0,2,2018,False,0
0,25,366,1,0,0,11.0,2,2018,False,1
1,31,208,0,0,0,10.0,2,2011,False,1
1,16,254,1,0,0,10.0,2,2018,False,0
0,1,103,2,0,0,11.0,2,2014,False,0
0,5,34,2,0,0,10.0,2,2014,False,0
1,9,390,4,0,0,11.0,2,2018,False,0
0,11,431,2,0,0,11.0,2,2009,False,0
0,6,414,3,0,0,11.0,3,2009,False,0
0,6,414,9,0,0,10.0,2,2009,False,0
0,6,414,9,0,0,11.0,2,2009,False,0
1,6,414,1,0,0,10.0,3,2009,False,0
0,6,414,1,0,0,10.0,0,2009,False,0
0,6,414,0,0,0,11.0,0,2009,False,0
0,9,390,10,0,0,10.0,3,2017,False,0
1,11,431,2,0,0,11.0,2,2009,False,0
1,9,390,7,0,1,9.0,2,2017,False,0
0,9,390,1,0,0,10.0,3,2017,False,0
0,9,390,9,0,0,11.0,2,2016,False,0
0,9,390,7,0,0,11.0,3,2016,False,0
0,10,459,3,0,0,11.0,3,2017,False,0
1,10,459,4,0,0,11.0,4,2017,False,0
1,10,459,9,0,0,11.0,4,2017,False,0
0,10,459,7,0,0,10.0,0,2017,False,0
0,10,459,7,0,0,11.0,2,2017,False,0
0,5,34,8,0,0,10.0,2,2014,False,0
1,5,34,8,0,0,11.0,4,2014,False,0
1,5,34,4,0,0,10.0,4,2014,False,0
0,11,431,10,0,0,11.0,2,2017,False,0
0,11,431,10,0,0,10.0,2,2016,False,0
0,11,448,10,0,0,11.0,2,2011,False,0
0,11,468,4,0,0,11.0,2,2020,False,0
0,0,388,8,0,0,10.0,2,2013,False,0
0,0,388,8,0,0,11.0,2,2013,False,0
0,38,434,7,0,0,11.0,2,2014,False,1
0,38,434,8,0,0,10.0,2,2014,False,1
0,38,434,9,0,0,11.0,4,2016,False,1
0,6,414,7,0,0,11.0,3,2009,False,0
0,9,390,7,0,0,11.0,3,2016,False,0
0,9,390,10,0,0,10.0,4,2015,False,0
0,9,390,10,0,0,11.0,2,2015,False,0
0,30,451,0,0,0,11.0,3,2018,False,1
1,30,451,0,0,0,10.0,2,2018,False,1
1,30,451,0,0,0,11.0,3,2018,False,1
0,9,390,3,0,0,11.0,0,2015,False,0
0,8,237,10,0,0,11.0,4,2024,False,0
0,32,430,7,0,0,11.0,2,2020,False,1
0,8,237,8,0,0,11.0,2,2019,False,0
1,37,442,2,0,0,11.0,2,2016,False,1
0,37,442,8,0,0,10.0,2,2016,False,1
0,37,442,4,0,0,11.0,2,2016,False,1
0,18,183,0,0,0,11.0,2,2018,False,0
0,18,435,0,0,0,11.0,2,2018,False,0
0,18,389,0,0,0,11.0,4,2018,False,0
1,6,414,2,0,0,11.0,4,2009,False,0
0,3,471,8,0,0,10.0,4,2009,False,0
0,12,306,0,0,0,11.0,2,2018,False,0
0,14,40,8,0,0,11.0,2,2017,False,0
1,13,393,7,0,0,11.0,2,2011,False,0
0,13,393,2,0,0,11.0,2,2011,False,0
0,15,270,0,0,0,11.0,2,2018,False,0
0,15,404,0,0,0,11.0,4,2018,False,0
0,15,55,0,0,0,11.0,2,2018,False,0
1,35,432,10,0,0,10.0,2,2013,False,1
0,3,471,10,1,1,11.0,2,2021,False,0
0,32,430,1,0,0,10.0,4,2020,False,1
1,32,430,2,0,0,11.0,2,2020,False,1
1,32,430,2,0,0,11.0,0,2020,False,1
0,34,396,2,0,0,11.0,2,2020,False,1
0,34,396,3,0,0,10.0,2,2019,False,1
0,20,212,0,0,0,11.0,2,2018,False,0
0,1,103,3,0,0,10.0,2,2013,False,0
0,1,103,10,0,0,11.0,2,2011,False,0
1,1,103,3,0,0,11.0,2,2010,False,0
1,22,433,2,0,0,11.0,2,2019,False,1
0,22,433,7,0,0,10.0,2,2024,False,1
0,23,100,0,0,0,11.0,2,2018,False,1
0,31,208,2,0,0,11.0,2,2011,False,1
1,4,52,4,0,0,11.0,2,2014,False,0
1,21,478,0,0,0,11.0,2,2018,False,1
0,3,471,5,1,1,11.0,2,2021,False,0
0,3,471,9,0,0,11.0,2,2024,False,0
0,9,390,7,0,0,10.0,4,2015,False,0
0,3,471,1,0,0,11.0,3,2023,False,0
1,2,48,1,0,0,11.0,2,2022,False,0
0,2,48,4,0,0,10.0,2,2016,False,0
0,7,72,4,0,0,10.0,4,2018,False,0
0,7,72,10,0,0,11.0,2,2017,False,0
0,17,394,0,0,0,11.0,2,2018,False,0
1,25,464,0,0,0,11.0,2,2018,False,1
0,31,208,10,0,0,11.0,2,2010,False,1
1,16,254,0,0,0,11.0,2,2018,False,0
0,6,414,0,0,0,10.0,2,2009,False,0
0,6,414,3,0,0,10.0,2,2022,False,0
0,6,414,7,0,0,11.0,0,2022,False,0
0,6,414,7,0,0,11.0,4,2022,False,0
0,6,414,10,0,0,10.0,3,2022,False,0
0,9,390,7,0,0,11.0,4,2015,False,0
0,6,414,10,0,0,11.0,0,2024,False,0
1,6,414,1,0,0,10.0,3,2023,False,0
0,9,390,3,0,0,10.0,4,2014,False,0
1,9,390,9,0,0,11.0,0,2014,False,0
0,9,390,7,0,0,11.0,2,2014,False,0
0,9,390,1,0,0,11.0,2,2014,False,0
0,9,390,8,0,0,11.0,2,2014,False,0
0,9,390,9,0,0,11.0,4,2013,False,0
1,9,390,9,0,0,10.0,3,2013,False,0
1,10,459,1,0,0,11.0,0,2017,False,0
1,10,459,8,0,0,11.0,4,2017,False,0
1,10,459,3,0,0,11.0,2,2017,False,0
0,10,459,3,0,0,11.0,4,2016,False,0
0,10,459,3,0,0,11.0,0,2016,False,0
1,10,459,9,0,0,10.0,3,2016,False,0
0,10,459,9,0,0,11.0,0,2016,False,0
1,10,459,9,0,0,11.0,3,2016,False,0
1,5,34,4,0,0,11.0,2,2014,False,0
0,5,34,10,0,0,11.0,2,2013,False,0
0,11,431,3,0,0,11.0,2,2017,False,0
0,11,431,3,0,0,10.0,2,2016,False,0
0,3,471,7,0,0,11.0,2,2021,False,0
0,11,468,7,0,0,11.0,2,2011,False,0
0,11,468,7,0,0,11.0,3,2010,False,0
0,11,431,3,0,0,11.0,2,2021,False,0
0,11,431,10,0,0,11.0,2,2021,False,0
0,11,431,3,0,0,11.0,2,2023,False,0
0,0,388,7,0,0,10.0,2,2012,False,0
0,38,434,3,0,0,11.0,2,2013,False,1
0,38,434,7,0,0,10.0,2,2010,False,1
0,38,434,10,0,0,11.0,2,2011,False,1
0,38,434,7,0,0,11.0,4,2009,False,1
0,38,434,7,0,0,11.0,4,2011,False,1
1,16,254,2,0,0,11.0,2,2019,False,0
0,38,434,7,0,0,11.0,4,2011,False,1
0,9,390,7,0,0,11.0,4,2013,False,0
0,9,390,10,0,0,11.0,4,2012,False,0
0,9,390,10,0,0,11.0,2,2012,False,0
0,9,390,9,0,0,10.0,2,2021,False,0
1,18,389,4,0,0,11.0,2,2022,False,0
1,30,451,2,0,0,11.0,0,2018,False,1
0,8,419,9,0,0,11.0,2,2015,False,0
0,8,419,10,1,1,8.0,2,2024,False,0
0,8,419,7,0,0,10.0,4,2020,False,0
0,9,390,3,0,0,11.0,3,2012,False,0
1,37,442,1,0,0,11.0,2,2022,False,1
1,18,288,2,0,0,11.0,2,2018,False,0
0,12,453,2,0,0,11.0,2,2018,False,0
0,12,453,2,0,0,11.0,4,2018,False,0
1,12,453,2,0,0,11.0,2,2018,False,0
1,14,139,0,0,0,10.0,2,2022,False,0
0,13,393,10,0,0,11.0,2,2010,False,0
1,15,457,2,0,0,11.0,2,2018,False,0
0,35,432,9,0,0,10.0,2,2013,False,1
0,33,444,4,0,0,11.0,2,2018,False,1
0,32,430,1,0,0,10.0,2,2014,False,1
1,32,430,7,0,0,10.0,4,2021,False,1
0,34,396,2,0,0,10.0,2,2019,False,1
0,11,431,8,0,0,11.0,2,2023,False,0
1,1,103,2,0,0,10.0,2,2023,False,0
1,1,103,2,0,0,11.0,2,2024,False,0
1,22,433,1,0,0,11.0,2,2024,False,1
0,23,249,2,0,0,11.0,2,2018,False,1
0,12,453,7,0,0,11.0,2,2009,False,0
0,4,54,3,0,0,11.0,2,2018,False,0
0,21,478,2,0,0,11.0,2,2018,False,1
0,3,471,10,0,0,11.0,2,2021,False,0
0,3,471,7,0,0,10.0,2,2019,False,0
0,3,471,10,0,0,10.0,3,2017,False,0
0,3,471,10,0,0,11.0,2,2022,False,0
1,3,471,2,0,0,10.0,2,2021,False,0
0,3,470,10,0,1,9.0,2,2013,False,0
0,3,471,9,0,0,11.0,3,2014,False,0
0,2,48,4,0,0,11.0,2,2015,False,0
0,3,471,0,0,0,10.0,2,2015,False,0
0,17,394,2,0,0,11.0,2,2018,False,0
1,25,331,2,0,0,11.0,2,2018,False,1
0,31,208,0,0,0,11.0,2,2010,False,1
0,16,474,2,0,0,11.0,2,2018,False,0
1,6,414,2,0,0,11.0,2,2023,False,0
0,6,414,3,0,0,11.0,4,2023,False,0
0,6,414,3,0,0,11.0,0,2023,False,0
0,9,390,9,0,0,11.0,2,2022,False,0
1,9,390,9,0,0,11.0,2,2012,False,0
0,19,0,10,1,1,11.0,2,2021,False,0
1,11,431,3,0,0,11.0,2,2022,False,0
0,9,390,9,0,0,11.0,4,2012,False,0
1,10,459,1,0,0,10.0,3,2016,False,0
0,10,459,1,0,0,10.0,0,2016,False,0
0,10,459,0,0,0,11.0,4,2016,False,0
1,10,459,8,0,0,11.0,3,2016,False,0
1,10,459,4,0,0,10.0,2,2016,False,0
1,10,459,3,0,0,11.0,2,2019,False,0
0,5,34,3,0,0,10.0,3,2013,False,0
0,3,471,7,0,0,11.0,2,2023,False,0
0,5,34,3,0,0,11.0,4,2013,False,0
0,11,431,2,0,0,11.0,3,2024,False,0
0,11,431,10,0,0,10.0,4,2023,False,0
0,11,431,10,0,0,11.0,0,2024,False,0
1,11,431,1,0,0,11.0,2,2015,False,0
1,11,431,3,0,0,11.0,2,2013,False,0
0,11,431,3,0,0,11.0,0,2012,False,0
0,11,431,3,0,0,10.0,2,2011,False,0
0,0,388,3,0,0,11.0,4,2011,False,0
1,13,393,0,0,0,10.0,2,2010,False,0
0,38,434,0,0,0,11.0,2,2011,False,1
0,38,434,7,0,0,11.0,2,2010,False,1
0,38,434,10,0,0,11.0,4,2010,False,1
1,38,434,3,0,0,11.0,2,2010,False,1
0,1,76,8,0,0,11.0,2,2023,False,0
0,9,390,7,0,0,10.0,3,2012,False,0
1,9,390,7,0,0,11.0,2,2012,False,0
0,13,393,7,0,0,11.0,2,2010,False,0
0,9,390,9,0,0,11.0,2,2011,False,0
1,30,451,8,0,0,11.0,2,2018,False,1
1,30,451,8,0,0,11.0,4,2018,False,1
1,30,451,8,0,0,10.0,4,2018,False,1
0,8,419,7,0,0,11.0,3,2022,False,0
1,8,419,10,0,0,11.0,2,2019,False,0
1,37,442,2,0,0,11.0,4,2022,False,1
0,37,442,3,0,0,11.0,2,2022,False,1
0,37,442,7,0,0,10.0,2,2022,False,1
1,18,389,8,0,0,11.0,2,2018,False,0
0,18,389,8,0,0,11.0,2,2018,False,0
0,18,389,8,0,0,11.0,2,2018,False,0
0,12,187,8,0,0,11.0,2,2018,False,0
1,14,139,3,0,0,11.0,2,2018,False,0
0,13,393,0,0,0,11.0,2,2009,False,0
1,13,393,2,0,0,11.0,2,2009,False,0
0,15,457,8,0,0,10.0,2,2018,False,0
0,15,457,8,0,0,11.0,2,2018,False,0
0,6,414,7,0,0,11.0,0,2023,False,0
0,35,432,7,0,0,11.0,2,2011,False,1
0,33,444,3,0,0,11.0,2,2017,False,1
0,33,444,9,0,0,11.0,2,2017,False,1
0,32,430,2,0,0,11.0,0,2017,False,1
0,32,430,7,0,0,11.0,2,2014,False,1
0,32,430,10,0,0,11.0,4,2019,False,1
1,34,396,3,0,0,11.0,2,2018,False,1
0,20,386,8,0,0,11.0,2,2018,False,0
0,1,18,10,0,0,11.0,2,2019,False,0
0,1,18,10,0,0,10.0,2,2018,False,0
0,1,18,2,0,0,11.0,4,2013,False,0
0,22,197,4,0,0,10.0,2,2014,False,1
1,22,197,2,0,0,11.0,2,2015,False,1
1,23,249,8,0,0,10.0,2,2018,False,1
1,23,424,8,0,0,11.0,2,2018,False,1
0,24,227,8,0,0,11.0,2,2018,False,1
0,4,54,8,0,0,11.0,2,2009,False,0
0,21,113,8,0,0,11.0,2,2018,False,1
0,10,459,3,0,0,11.0,3,2010,False,0
0,3,313,9,0,0,11.0,3,2015,False,0
0,3,313,1,0,0,10.0,2,2022,False,0
0,3,313,4,0,0,11.0,2,2022,False,0
0,2,48,7,0,0,10.0,2,2022,False,0
0,7,72,3,0,0,10.0,2,2017,False,0
1,11,431,7,0,0,11.0,2,2011,False,0
0,6,414,7,0,0,11.0,3,2023,False,0
0,25,331,8,0,0,11.0,2,2018,False,1
0,31,208,10,0,0,10.0,2,2009,False,1
1,16,78,8,0,0,11.0,2,2018,False,0
0,11,431,3,0,0,11.0,2,2010,False,0
0,9,390,7,0,0,11.0,4,2011,False,0
0,6,414,9,0,0,11.0,4,2023,False,0
1,6,414,9,0,0,11.0,4,2023,False,0
0,6,414,10,0,0,11.0,3,2023,False,0
0,6,414,10,0,0,10.0,2,2023,False,0
0,18,389,3,0,0,11.0,2,2024,False,0
0,6,414,10,0,0,10.0,3,2024,False,0
1,6,414,3,0,0,11.0,2,2024,False,0
0,6,414,9,0,0,11.0,2,2024,False,0
0,9,390,1,0,0,10.0,0,2011,False,0
0,9,390,7,0,0,11.0,0,2018,False,0
0,9,390,3,0,0,11.0,2,2009,False,0
1,9,390,2,0,0,10.0,3,2022,False,0
0,9,390,3,0,0,10.0,2,2022,False,0
1,9,390,4,0,0,10.0,4,2022,False,0
0,9,390,7,0,0,11.0,4,2022,False,0
0,9,390,8,0,0,11.0,2,2022,False,0
0,10,459,3,0,0,10.0,2,2009,False,0
0,10,459,9,0,0,11.0,3,2015,False,0
1,10,459,9,0,0,10.0,0,2015,False,0
1,10,459,7,0,0,11.0,2,2015,False,0
1,10,459,8,0,0,10.0,2,2015,False,0
0,10,459,8,0,0,11.0,0,2015,False,0
0,10,459,4,0,0,11.0,4,2015,False,0
1,10,459,0,0,0,10.0,3,2015,False,0
1,5,34,9,0,0,11.0,2,2013,False,0
0,5,34,9,0,0,11.0,4,2013,False,0
1,5,34,7,0,0,10.0,2,2013,False,0
0,5,34,1,0,0,11.0,2,2013,False,0
0,11,431,3,0,0,10.0,2,2023,False,0
0,11,431,8,0,0,11.0,3,2023,False,0
0,0,388,9,0,0,11.0,2,2011,False,0
0,11,431,10,0,0,10.0,3,2023,False,0
0,11,431,10,0,0,11.0,4,2024,False,0
0,11,431,3,0,0,11.0,4,2024,False,0
0,11,431,2,0,0,11.0,4,2024,False,0
0,11,125,3,0,0,11.0,4,2017,False,0
1,0,388,9,0,0,11.0,2,2011,False,0
0,38,434,8,0,0,10.0,2,2010,False,1
0,38,434,8,0,0,11.0,2,2010,False,1
1,9,390,8,0,0,11.0,2,2022,False,0
0,9,390,0,0,0,11.0,3,2023,False,0
0,9,390,1,0,0,11.0,4,2023,False,0
1,9,390,2,0,0,11.0,4,2023,False,0
0,9,390,3,0,0,11.0,3,2023,False,0
0,3,313,7,0,0,10.0,2,2022,False,0
1,9,390,2,0,0,11.0,2,2024,False,0
0,30,451,4,0,0,11.0,2,2018,False,1
0,30,451,4,0,0,10.0,2,2018,False,1
0,30,451,4,0,0,11.0,2,2018,False,1
0,18,389,9,0,0,11.0,2,2024,False,0
0,30,451,4,0,0,11.0,2,2018,False,1
1,15,457,10,1,1,8.0,4,2020,False,0
0,8,419,1,0,0,11.0,2,2018,False,0
1,8,419,1,0,0,11.0,2,2015,False,0
0,8,419,4,0,0,11.0,2,2023,False,0
0,37,442,10,0,0,11.0,2,2022,False,1
1,18,389,4,0,0,11.0,4,2018,False,0
0,18,389,4,0,0,11.0,2,2018,False,0
0,37,442,10,0,0,10.0,2,2021,False,1
1,14,139,3,0,0,10.0,2,2017,False,0
0,13,393,10,0,0,11.0,2,2023,False,0
0,15,457,4,0,0,11.0,2,2018,False,0
1,35,432,8,0,0,11.0,4,2018,False,1
1,33,444,1,0,0,11.0,2,2017,False,1
0,32,430,3,0,0,11.0,2,2019,False,1
0,34,396,1,0,0,10.0,2,2018,False,1
0,20,386,4,0,0,10.0,2,2018,False,0
1,1,18,1,0,0,10.0,2,2024,False,0
0,22,197,1,0,0,11.0,2,2014,False,1
1,23,97,4,0,0,11.0,2,2018,False,1
0,24,228,4,0,0,10.0,2,2018,False,1
1,4,54,1,0,0,11.0,2,2021,False,0
1,21,479,4,0,0,10.0,2,2018,False,1
0,3,313,1,0,0,11.0,3,2023,False,0
0,3,313,7,0,0,11.0,2,2023,False,0
0,3,313,9,0,0,11.0,2,2023,False,0
0,3,470,1,0,0,10.0,2,2020,False,0
1,2,48,2,0,0,11.0,2,2016,False,0
1,2,28,2,0,0,11.0,2,2009,False,0
0,7,72,7,0,0,11.0,2,2017,False,0
0,9,390,0,0,0,11.0,2,2022,False,0
0,38,434,2,0,0,11.0,2,2010,False,1
1,25,331,4,0,0,11.0,2,2018,False,1
1,31,208,3,0,0,11.0,2,2009,False,1
0,16,474,4,0,0,10.0,2,2018,False,0
0,6,414,9,0,0,11.0,0,2024,False,0
0,6,414,7,0,0,10.0,4,2024,False,0
1,6,414,2,0,0,11.0,2,2024,False,0
0,6,414,10,0,0,10.0,0,2011,False,0
0,6,414,1,0,0,11.0,3,2023,False,0
0,6,415,7,0,0,11.0,4,2024,False,0
0,6,415,1,0,0,11.0,2,2013,False,0
0,9,390,10,0,0,11.0,0,2010,False,0
0,9,390,10,0,0,10.0,3,2009,False,0
